peak,gene,distance_to_TSS,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
chr7-139615647-139616536,Cfap46,0,0.162244551804758,1.19532623385334,0.019,0.008,1
chr8-46546964-46547843,Cenpu,4211,0.162244551804758,1.18531455813524,0.019,0.008,1
chr6-18514360-18515170,Cttnbp2,0,0.162251347176957,-1.89252736495677,0.006,0.023,1
chr9-37530519-37531514,Esam,2440,0.162540372646296,1.15332765682516,0.019,0.008,1
chr1-175041112-175042025,Grem2,119292,0.162540380852289,1.18999216220593,0.019,0.008,1
chr11-50558772-50559681,Adamts2,42402,0.162540380852289,1.14266733662734,0.019,0.008,1
chr11-82763841-82764728,Zfp830,0,0.162540380852289,1.23598173867076,0.019,0.008,1
chr12-13844352-13845221,Gm4929,90686,0.162540380852289,1.10101595544633,0.019,0.008,1
chr18-9237017-9237880,Fzd8,24160,0.162540380852289,1.1421329020416,0.019,0.008,1
chr19-23523507-23524414,Mamdc2,75184,0.162540380852289,1.17652014217014,0.019,0.008,1
chr19-40872919-40873828,E030044B06Rik,4532,0.162540380852289,1.11175848343985,0.019,0.008,1
chr4-65354249-65355176,Pappa,230074,0.162540380852289,1.06970928410406,0.019,0.008,1
chr6-61382463-61383288,A730020E08Rik,201652,0.162540380852289,1.19166669313042,0.019,0.008,1
chr6-85069023-85069944,Exoc6b,0,0.162540380852289,1.22448810309527,0.019,0.008,1
chr7-45700491-45701318,Car11,647,0.162540380852289,1.17095883290316,0.019,0.008,1
chr8-48555219-48555951,Gm19744,287713,0.162540380852289,1.14389630432213,0.019,0.008,1
chr9-89706778-89707629,Tmed3,1709,0.162540380852289,1.17307338958946,0.019,0.008,1
chr6-121472874-121473774,Iqsec3,0,0.162578907346476,0.708996670563626,0.044,0.025,1
chr12-84772690-84773599,Npc2,0,0.162751459274593,0.714071663127885,0.044,0.025,1
chr14-119007046-119008026,Dnajc3,69113,0.162823847446481,-1.90148635451064,0.006,0.023,1
chr1-181888540-181889427,Gm5533,35350,0.162836616656265,1.14129804064182,0.019,0.008,1
chr10-86971662-86972552,Gm16271,0,0.162836616656265,1.23508717884391,0.019,0.008,1
chr11-116335139-116336025,Foxj1,0,0.162836616656265,1.13139585408167,0.019,0.008,1
chr12-45733391-45734314,Gm24948,250028,0.162836616656265,1.22340505987287,0.019,0.008,1
chr13-8780086-8780978,Wdr37,90930,0.162836616656265,1.14881568618855,0.019,0.008,1
chr14-77156175-77156994,Enox1,0,0.162836616656265,1.16692208381093,0.019,0.008,1
chr15-70920657-70921577,Fam135b,806260,0.162836616656265,1.17547200240675,0.019,0.008,1
chr18-65154550-65155592,Mir122,93268,0.162836616656265,1.20356912671332,0.019,0.008,1
chr2-117541332-117542208,Gm13982,123634,0.162836616656265,1.16387709998964,0.019,0.008,1
chr3-17847935-17848799,Gm23441,44187,0.162836616656265,1.10961526964059,0.019,0.008,1
chr3-30696066-30696935,Lrrc31,2907,0.162836616656265,1.12115805878719,0.019,0.008,1
chr3-69290106-69290991,Ppm1l,25869,0.162836616656265,1.11906190297255,0.019,0.008,1
chr3-102249086-102250002,Vangl1,44392,0.162836616656265,1.12449324181003,0.019,0.008,1
chr5-82060644-82061483,1700031L13Rik,63229,0.162836616656265,1.16586218500325,0.019,0.008,1
chr8-50291996-50292801,Gm23986,270439,0.162836616656265,1.08882749109733,0.019,0.008,1
chr8-57962153-57963028,Galntl6,0,0.162836616656265,1.1340487441664,0.019,0.008,1
chr6-18848128-18849033,Lsm8,0,0.162924152091863,0.701809465720817,0.044,0.025,1
chr17-6827488-6828400,Gm2885,0,0.16313325127186,1.18655865797926,0.019,0.008,1
chr1-20344354-20345227,4930486I03Rik,11224,0.163133259488825,1.06061402663634,0.019,0.008,1
chr10-4598098-4599002,Esr1,12590,0.163133259488825,1.21519809903089,0.019,0.008,1
chr15-76246340-76247218,Grina,0,0.163133259488825,1.06913776211432,0.019,0.008,1
chr18-24205388-24206274,Galnt1,43,0.163133259488825,0.997063687332689,0.019,0.008,1
chr4-132178336-132179233,Gm13215,29451,0.163133259488825,1.17683758995726,0.019,0.008,1
chr6-55444002-55444926,Adcyap1r1,7051,0.163133259488825,1.06239344947952,0.019,0.008,1
chr1-53272333-53273252,Pms1,23765,0.163430309621691,1.08501134607974,0.019,0.008,1
chr1-166154115-166154813,Gpa33,23876,0.163430309621691,1.11126622933942,0.019,0.008,1
chr11-119909275-119910171,Chmp6,3269,0.163430309621691,1.12275724920478,0.019,0.008,1
chr12-104351527-104352425,Serpina3l-ps,5577,0.163430309621691,1.13710936494656,0.019,0.008,1
chr14-17402463-17403346,Thrb,257613,0.163430309621691,1.13390282748975,0.019,0.008,1
chr16-72896669-72897580,Robo1,233519,0.163430309621691,1.10856388435583,0.019,0.008,1
chr17-24936499-24937334,Mapk8ip3,0,0.163430309621691,1.08117112148557,0.019,0.008,1
chr5-38090855-38091671,Stx18,52112,0.163430309621691,1.12269170178301,0.019,0.008,1
chr11-45087266-45088170,Gm12159,28757,0.163727759098269,1.10155142694687,0.019,0.008,1
chr1-17145096-17146082,Gdap1,0,0.163727767326172,1.12610099397823,0.019,0.008,1
chr1-30700125-30701018,Gm9898,18943,0.163727767326172,1.16092117828403,0.019,0.008,1
chr13-18614557-18615482,Vps41,101809,0.163727767326172,1.15638269700343,0.019,0.008,1
chr14-46787729-46788768,Cnih1,0,0.163727767326172,1.07274917880321,0.019,0.008,1
chr14-87314849-87315712,Gm23278,30532,0.163727767326172,1.0471251484898,0.019,0.008,1
chr15-58134684-58135566,Atad2,0,0.163727767326172,1.08460874671159,0.019,0.008,1
chr18-61746621-61747420,1500015A07Rik,20230,0.163727767326172,1.04928201775348,0.019,0.008,1
chr18-72028728-72029623,Dcc,321445,0.163727767326172,0.887011318548592,0.019,0.008,1
chr19-29683884-29684757,Mlana,13163,0.163727767326172,0.949309237828736,0.019,0.008,1
chr3-15089922-15090842,RP24-150C17.1,80599,0.163727767326172,1.07395335340984,0.019,0.008,1
chr5-118214145-118215060,Gm24050,2802,0.163727767326172,1.13170711579955,0.019,0.008,1
chr6-5382313-5383134,Asb4,251,0.163727767326172,1.16148826161707,0.019,0.008,1
chr6-21213540-21214426,Kcnd2,1076,0.163727767326172,1.05408299699027,0.019,0.008,1
chr9-43286548-43287509,Trim29,23253,0.163727767326172,1.05888771777789,0.019,0.008,1
chrX-139832338-139833166,Cldn2,31509,0.163727767326172,1.1147764468176,0.019,0.008,1
chr15-40143936-40144843,9330182O14Rik,1747,0.163789675657103,0.690957762507944,0.044,0.025,1
chr10-28493095-28493956,Themis,174403,0.163973413395748,-1.77454873356343,0.006,0.023,1
chr11-4972969-4973848,Ap1b1,12975,0.164025632873159,1.07920775689483,0.019,0.008,1
chr11-118083515-118084389,Gm11738,30465,0.164025632873159,1.114412709617,0.019,0.008,1
chr12-37183557-37184366,Agmo,57274,0.164025632873159,1.11379789795183,0.019,0.008,1
chr12-117988928-117989849,Gm20613,154576,0.164025632873159,1.14045080252517,0.019,0.008,1
chr13-59842623-59843503,Zcchc6,19475,0.164025632873159,1.22649704536722,0.019,0.008,1
chr16-20496333-20497235,Eif2b5,1581,0.164025632873159,1.13623647888756,0.019,0.008,1
chr16-95945211-95946101,1600002D24Rik,16133,0.164025632873159,0.997754742972144,0.019,0.008,1
chr19-5609542-5610418,Kat5,0,0.164025632873159,1.11536784211272,0.019,0.008,1
chr2-25850138-25851057,Sohlh1,2889,0.164025632873159,1.03961512628984,0.019,0.008,1
chr2-146959061-146959847,Xrn2,53148,0.164025632873159,1.1393692772438,0.019,0.008,1
chr3-154364506-154365425,AI606473,33684,0.164025632873159,1.1100338370388,0.019,0.008,1
chr6-17171375-17172395,Gm4876,0,0.164025632873159,1.10550845418984,0.019,0.008,1
chr6-141855531-141856702,Slco1a4,0,0.164025632873159,0.966456336677736,0.019,0.008,1
chr8-72646151-72647036,Nwd1,0,0.164025632873159,1.04588720716186,0.019,0.008,1
chr9-114042272-114043175,Fbxl2,3015,0.164025632873159,1.09470250828968,0.019,0.008,1
chr9-115088013-115088925,Gm4665,97132,0.164025632873159,1.11347940285313,0.019,0.008,1
chr10-28485231-28486234,Themis,182125,0.164035914874738,-1.45030026338639,0.013,0.032,1
chr1-5022664-5023450,Gm17101,39609,0.164174710436046,0.951606052041665,0.019,0.008,1
chr5-146844675-146845520,Rasl11a,0,0.164323898294315,0.993539938429952,0.019,0.008,1
chr1-67143665-67144568,Cps1,20638,0.164323906533122,1.0361102803782,0.019,0.008,1
chr11-57934139-57934978,Gm12245,14106,0.164323906533122,1.01323129680728,0.019,0.008,1
chr12-5375328-5376257,Klhl29,0,0.164323906533122,1.04624158447709,0.019,0.008,1
chr12-54545955-54546840,Sptssa,109731,0.164323906533122,1.0991962038816,0.019,0.008,1
chr15-52506690-52507555,Gm23267,7033,0.164323906533122,1.10843763258758,0.019,0.008,1
chr15-71375600-71376472,Fam135b,351365,0.164323906533122,1.0578306463696,0.019,0.008,1
chr2-34799263-34800224,Rabepk,0,0.164323906533122,1.13804335847877,0.019,0.008,1
chr8-15221363-15222204,Gm24231,5332,0.164323906533122,1.10175578024549,0.019,0.008,1
chr8-24394479-24395331,Gm26714,27072,0.164323906533122,0.9733491487184,0.019,0.008,1
chr8-71628961-71629870,Mir6769b,1235,0.164323906533122,1.0614842102678,0.019,0.008,1
chr16-89943578-89944421,Tiam1,35658,0.164622580331867,0.996919999473943,0.019,0.008,1
chr1-67642239-67643153,Gm22548,25263,0.164622588576114,1.0477885890459,0.019,0.008,1
chr10-5599810-5600672,Myct1,6081,0.164622588576114,0.946481297890068,0.019,0.008,1
chr14-33959086-33959999,Rbp3,5063,0.164622588576114,1.01627535397938,0.019,0.008,1
chr2-110204715-110205590,Gm13937,4574,0.164622588576114,0.891960412014905,0.019,0.008,1
chr3-17870659-17871566,Gm23441,66911,0.164622588576114,1.04572952759164,0.019,0.008,1
chr9-76014545-76015417,Hmgcll1,0,0.164622588576114,1.04362433584379,0.019,0.008,1
chr9-110624605-110625424,Nradd,211,0.164622588576114,1.05866397397436,0.019,0.008,1
chrX-53268493-53269254,Fam122b,550,0.164622588576114,0.974237757082798,0.019,0.008,1
chr10-24409747-24410638,Gm15271,36851,0.164921679271765,0.889302165330219,0.019,0.008,1
chr10-95323592-95324416,Cradd,0,0.164921679271765,1.09904548036095,0.019,0.008,1
chr11-51635448-51636375,Rmnd5b,0,0.164921679271765,1.04961317436893,0.019,0.008,1
chr11-100295080-100295986,Gm12349,3408,0.164921679271765,0.96481703167338,0.019,0.008,1
chr12-109393456-109394305,Dlk1,58517,0.164921679271765,1.02024814892772,0.019,0.008,1
chr13-55570683-55571415,Fam193b,0,0.164921679271765,0.989820192857048,0.019,0.008,1
chr18-83096090-83096947,1700095A13Rik,10912,0.164921679271765,1.07915614110983,0.019,0.008,1
chr4-107453337-107454223,Glis1,18745,0.164921679271765,1.02702766169719,0.019,0.008,1
chr5-140536198-140536977,Grifin,28093,0.164921679271765,1.06542276907921,0.019,0.008,1
chr6-6884614-6885512,Dlx5,2528,0.164921679271765,0.871108384202157,0.019,0.008,1
chr6-108098219-108099089,Setmar,33173,0.164921679271765,0.894812584997471,0.019,0.008,1
chr6-142345544-142346337,Pyroxd1,0,0.164921679271765,0.932619797688726,0.019,0.008,1
chr8-32292834-32293678,Gm22140,106704,0.164921679271765,0.926502830056884,0.019,0.008,1
chr8-49043123-49044053,Gm25830,84641,0.164921679271765,1.03084814572252,0.019,0.008,1
chrX-49797242-49798076,Igsf1,0,0.164921679271765,0.997568062543764,0.019,0.008,1
chr3-81932454-81933333,Ctso,0,0.16517849700093,0.857374699076955,0.038,0.021,1
chr16-28238271-28239227,Fgf12,205999,0.165221170634181,1.05977901733278,0.019,0.008,1
chr10-95894492-95895301,Gm24433,3301,0.165221178889282,1.00701261152089,0.019,0.008,1
chr15-42523342-42524214,Gm17473,152045,0.165221178889282,1.01754726601655,0.019,0.008,1
chr18-35702652-35703561,Dnajc18,0,0.165221178889282,1.07920495470519,0.019,0.008,1
chr6-142948679-142949585,St8sia1,14866,0.165221178889282,0.893399091534644,0.019,0.008,1
chr13-96542170-96543079,Polk,0,0.165269005748317,0.727910060666941,0.044,0.025,1
chr10-6694176-6695028,Oprm1,63477,0.165369369029,0.861599688532546,0.038,0.021,1
chr1-165658332-165659220,RP23-469D21.6,13643,0.165521087697449,1.0272702703851,0.019,0.008,1
chr18-50018226-50019052,C030005K06Rik,34791,0.165521087697449,0.914203531155815,0.019,0.008,1
chr19-8713149-8714034,Slc3a2,9334,0.165521087697449,0.891864634421495,0.019,0.008,1
chr2-83940827-83941709,Zswim2,0,0.165521087697449,0.950093886865548,0.019,0.008,1
chr2-84831462-84832352,Timm10,4464,0.165521087697449,0.989350795884972,0.019,0.008,1
chr4-110028425-110029326,Dmrta2,50371,0.165521087697449,0.932109515672737,0.019,0.008,1
chr4-151073126-151073993,Vamp3,15162,0.165521087697449,0.960431190949374,0.019,0.008,1
chr9-54738084-54738991,Wdr61,3564,0.165521087697449,1.12969599392518,0.019,0.008,1
chr1-43112698-43113602,AI597479,13987,0.165821405964624,0.871629899156003,0.019,0.008,1
chr16-77128342-77129235,Mir99ahg,107081,0.165821405964624,1.04851167921473,0.019,0.008,1
chr3-51234185-51235058,RP24-88F2.3,2267,0.165821405964624,0.902427743850102,0.019,0.008,1
chr4-64046711-64047654,Tnc,0,0.165821405964624,0.983076569213023,0.019,0.008,1
chr6-58603340-58604345,Abcg2,18816,0.165821405964624,0.884866380749835,0.019,0.008,1
chr9-118039955-118040839,Zcwpw2,0,0.1659185480136,0.540934851104611,0.069,0.044,1
chr17-69562910-69563848,Gm22967,30928,0.166096820669356,-1.6576468060379,0.006,0.023,1
chr13-57269340-57270245,Gm22777,338391,0.166122133958738,1.00487870887016,0.019,0.008,1
chr15-25047631-25048500,Gm2824,20272,0.166122133958738,1.01492038057779,0.019,0.008,1
chr17-27534484-27535401,Gm9703,4416,0.166122133958738,0.904838397919065,0.019,0.008,1
chr5-35595528-35596401,4931431C16Rik,6764,0.166122133958738,0.954366140801264,0.019,0.008,1
chr6-98394486-98395343,Gm765,51731,0.166122133958738,0.975728330345175,0.019,0.008,1
chr7-116161249-116162146,1110004F10Rik,67947,0.166122133958738,0.937743832108861,0.019,0.008,1
chr15-5847447-5848392,Gm27760,15913,0.166423271947293,0.929329183873711,0.019,0.008,1
chr2-181410778-181411663,Gm22708,14373,0.166423271947293,0.86993852316401,0.019,0.008,1
chr10-43953710-43954590,Gm10812,49563,0.166724820197364,0.784694837721032,0.019,0.008,1
chr9-104315134-104316113,RP23-353G11.4,10224,0.166724820197364,1.00301458396175,0.019,0.008,1
chr10-126330281-126331199,Gm22183,293453,0.16690232498076,0.842038220868951,0.038,0.021,1
chr7-97371193-97372062,Alg8,0,0.167329148548188,0.690424553663537,0.019,0.008,1
chr12-111813590-111814492,Xrcc3,0,0.169100793845797,-1.75346005207064,0.013,0.032,1
chr3-142395291-142396176,Pdlim5,0,0.169233419054763,0.64190700643164,0.044,0.025,1
chr2-152105147-152106071,Srxn1,0,0.169467063318245,1.20316085270237,0.025,0.012,1
chr1-97769737-97770645,Gin1,0,0.169772926174599,-1.65909796691572,0.013,0.032,1
chr7-104199558-104200469,Olfr649,3597,0.169805358353082,0.800286214440283,0.038,0.021,1
chr8-22165955-22166861,Nek3,0,0.169811892727087,0.647126591937004,0.057,0.035,1
chr12-116047229-116048209,Zfp386,0,0.170124003776751,0.615856346340462,0.044,0.025,1
chr12-83921574-83922468,Numb,0,0.170139017941895,0.981474183778031,0.031,0.016,1
chr16-27523495-27524352,Ccdc50,134625,0.170146688339535,-2.13458915107501,0.006,0.023,1
chr13-24800394-24801291,BC005537,365,0.170346815521982,-2.16468134554783,0.006,0.023,1
chr16-21787435-21788374,Ehhadh,0,0.170469165295357,1.1345508837153,0.025,0.012,1
chr17-17837802-17838725,Mir125a,6998,0.17058586531641,0.796485955714865,0.038,0.021,1
chr2-119028941-119029846,Ccdc32,0,0.170720397117348,1.17869896324605,0.025,0.012,1
chr3-132683555-132684492,Aimp1,0,0.170781409665377,0.768232429095105,0.038,0.021,1
chr3-30995165-30996081,Prkci,0,0.170948251795265,-1.96616128140258,0.006,0.023,1
chr5-8797935-8798855,Abcb1b,0,0.17095397535041,-1.52189592219542,0.013,0.032,1
chr16-55934239-55935156,Cep97,0,0.171149088306507,-1.93860977239669,0.006,0.023,1
chr14-101781710-101782596,Lmo7,51752,0.171369050104175,0.768989782379765,0.038,0.021,1
chr18-10531295-10532199,Gm24894,19206,0.171475722977955,1.22809620055459,0.025,0.012,1
chr1-11413800-11414715,A830018L16Rik,0,0.171557925267737,0.978208970692481,0.031,0.016,1
chr15-12320896-12321807,Golph3,0,0.171777001952252,0.998400016152156,0.031,0.016,1
chr11-95309390-95310032,Kat7,213,0.171980661588406,1.13462604017381,0.025,0.012,1
chr7-79920245-79921157,5430400D12Rik,0,0.171980661588406,1.12729891519,0.025,0.012,1
chr2-139381498-139382344,Gm14071,1995,0.172154920379153,0.737095534349513,0.038,0.021,1
chr11-40926910-40927813,Gm24446,107309,0.172155900273026,-1.86355862501177,0.006,0.023,1
chr3-38484534-38485428,Ankrd50,0,0.172353251566299,0.468984941082442,0.082,0.054,1
chr1-92647435-92648285,Otos,555,0.172429789547692,-8.52121030531906,0,0.012,1
chr10-49788312-49789159,Grik2,0,0.172429789547692,-8.51455055871743,0,0.012,1
chr10-67984327-67985219,Rtkn2,4756,0.172429789547692,-8.57489014330935,0,0.012,1
chr11-75781591-75782525,Gm12339,12242,0.172429789547692,-8.44100002981475,0,0.012,1
chr11-101732357-101733277,Dhx8,0,0.172429789547692,-8.58187418470383,0,0.012,1
chr16-8458841-8459725,Gm25782,9054,0.172429789547692,-8.52128350917741,0,0.012,1
chr2-118256341-118257249,Fsip1,0,0.172429789547692,-8.55312910984517,0,0.012,1
chr3-54764236-54765121,Smad9,8653,0.172429789547692,-8.58480548994894,0,0.012,1
chr4-80765629-80766496,Tyrp1,67626,0.172429789547692,-8.41020625514146,0,0.012,1
chr9-21804055-21804912,Mir7083,5087,0.172429789547692,-8.49859163439215,0,0.012,1
chr1-30873428-30874270,Phf3,0,0.1724297966171,-8.46405643830198,0,0.012,1
chr1-36683881-36684778,Fam178b,697,0.1724297966171,-8.54141948111713,0,0.012,1
chr1-93235414-93236257,Sned1,0,0.1724297966171,-8.56844875090063,0,0.012,1
chr1-134322343-134323180,Ppfia4,9747,0.1724297966171,-8.55759919567742,0,0.012,1
chr1-141961643-141962485,RP24-95N17.1,415436,0.1724297966171,-8.60499996059547,0,0.012,1
chr1-191834547-191835457,RP23-355E19.1,12553,0.1724297966171,-8.58304749198692,0,0.012,1
chr10-75436308-75437223,Gm25545,5396,0.1724297966171,-8.59818337721308,0,0.012,1
chr10-79995991-79996884,Abca7,0,0.1724297966171,-8.56638545028412,0,0.012,1
chr10-124320265-124321127,Gm23777,133931,0.1724297966171,-8.59839816151495,0,0.012,1
chr11-47378888-47379825,Gm12177,45438,0.1724297966171,-8.61115003161271,0,0.012,1
chr11-106366157-106367032,2310007L24Rik,684,0.1724297966171,-8.57933465163386,0,0.012,1
chr11-117969015-117969659,Socs3,387,0.1724297966171,-8.52726057176627,0,0.012,1
chr12-35896205-35897029,Agr3,28590,0.1724297966171,-8.53038686016771,0,0.012,1
chr12-43962473-43963276,Gm26326,219435,0.1724297966171,-8.46866096116522,0,0.012,1
chr12-64816897-64817763,Gm6395,30704,0.1724297966171,-8.50117288683619,0,0.012,1
chr12-91588002-91588909,Gtf2a1,1577,0.1724297966171,-8.43588018951043,0,0.012,1
chr12-117768823-117769762,Cdca7l,34526,0.1724297966171,-8.50091094343904,0,0.012,1
chr13-11563457-11564310,Gm25496,136558,0.1724297966171,-8.55041465628677,0,0.012,1
chr13-91093877-91094743,Gm17450,125708,0.1724297966171,-8.41766093882178,0,0.012,1
chr13-105193383-105194233,Gm25631,29164,0.1724297966171,-8.48400443553718,0,0.012,1
chr13-108329462-108330343,Depdc1b,13129,0.1724297966171,-8.51787045875916,0,0.012,1
chr13-109053005-109053854,Mir582,270889,0.1724297966171,-8.54818673716725,0,0.012,1
chr13-118378944-118379819,B430218F22Rik,6810,0.1724297966171,-8.55745944978494,0,0.012,1
chr14-27428300-27429234,Fam208a,0,0.1724297966171,-8.6181988216375,0,0.012,1
chr14-46831779-46832613,Gm10101,0,0.1724297966171,-8.44867188600566,0,0.012,1
chr14-64139119-64139999,Gm17116,24477,0.1724297966171,-8.51692668020643,0,0.012,1
chr14-103349318-103350102,Mycbp2,2503,0.1724297966171,-8.52378959827745,0,0.012,1
chr15-28158634-28159572,Dnah5,44179,0.1724297966171,-8.47730651569961,0,0.012,1
chr15-41664708-41665631,Gm26854,123279,0.1724297966171,-8.51873101630824,0,0.012,1
chr15-51774747-51775656,Eif3h,89824,0.1724297966171,-8.43797165199019,0,0.012,1
chr15-69033849-69034589,Khdrbs3,105428,0.1724297966171,-8.50686026306343,0,0.012,1
chr15-72018608-72019516,Col22a1,14710,0.1724297966171,-8.51693875491565,0,0.012,1
chr15-74672482-74673282,Arc,0,0.1724297966171,-8.65976540556793,0,0.012,1
chr16-20715729-20716615,Polr2h,1049,0.1724297966171,-8.52979278576738,0,0.012,1
chr16-25465323-25466152,Tprg,178505,0.1724297966171,-8.548853345303,0,0.012,1
chr17-32027456-32028331,Gm25883,0,0.1724297966171,-8.5492380598439,0,0.012,1
chr17-63803422-63804200,A930002H24Rik,59590,0.1724297966171,-8.4869747315346,0,0.012,1
chr17-79614849-79615730,Rmdn2,0,0.1724297966171,-8.54240573512288,0,0.012,1
chr17-93762111-93763029,Gm25935,515296,0.1724297966171,-8.54558512375921,0,0.012,1
chr18-4839704-4840603,Gm10556,27217,0.1724297966171,-8.63305811185306,0,0.012,1
chr18-47368549-47369443,Sema6a,0,0.1724297966171,-8.54295724576479,0,0.012,1
chr18-51118212-51119012,Prr16,313,0.1724297966171,-8.51891850111383,0,0.012,1
chr18-80000927-80001824,Pard6g,45070,0.1724297966171,-8.5558485935571,0,0.012,1
chr19-15869035-15869859,Gm3329,73750,0.1724297966171,-8.4776972395971,0,0.012,1
chr19-41071274-41072200,Opalin,4912,0.1724297966171,-8.65896757475883,0,0.012,1
chr19-42045051-42045956,Hoga1,0,0.1724297966171,-8.55296427450624,0,0.012,1
chr19-45074761-45075652,Kazald1,0,0.1724297966171,-8.6382052320652,0,0.012,1
chr2-28192573-28193481,Olfm1,0,0.1724297966171,-8.52985011912072,0,0.012,1
chr2-69061148-69062052,RP23-412L18.1,43051,0.1724297966171,-8.46079876505523,0,0.012,1
chr2-93822052-93822888,Ext2,0,0.1724297966171,-8.56840644511957,0,0.012,1
chr2-141998563-141999745,Fau-ps1,159773,0.1724297966171,-8.60023884629285,0,0.012,1
chr2-147927852-147928756,Gm25516,52973,0.1724297966171,-8.64970895911884,0,0.012,1
chr3-32610309-32611222,RP23-372I17.4,0,0.1724297966171,-8.48849918193876,0,0.012,1
chr3-89307985-89308841,Gm22642,5506,0.1724297966171,-8.51447617425047,0,0.012,1
chr3-89772993-89773908,4632404H12Rik,0,0.1724297966171,-8.51884096690411,0,0.012,1
chr3-101462027-101462942,Igsf3,84901,0.1724297966171,-8.5742691586451,0,0.012,1
chr3-107558890-107559761,Ubl4b,3816,0.1724297966171,-8.48126441577029,0,0.012,1
chr3-144424901-144425811,Hs2st1,144369,0.1724297966171,-8.45511451094927,0,0.012,1
chr4-8535306-8536106,Rab2a,0,0.1724297966171,-8.5199187347516,0,0.012,1
chr4-12506864-12507764,RP23-44D10.1,89623,0.1724297966171,-8.53138608413754,0,0.012,1
chr4-48771121-48772042,Gm24573,8158,0.1724297966171,-8.47332809555991,0,0.012,1
chr4-63840254-63841161,Tnfsf8,20185,0.1724297966171,-8.53337843986934,0,0.012,1
chr4-86024330-86025216,Gm25811,18277,0.1724297966171,-8.56764654034936,0,0.012,1
chr4-90672260-90673147,Gm12636,127889,0.1724297966171,-8.58845142051215,0,0.012,1
chr4-138453706-138454613,Camk2n1,0,0.1724297966171,-8.39196950220787,0,0.012,1
chr5-18006141-18006940,Gnat3,43519,0.1724297966171,-8.55308724583679,0,0.012,1
chr5-18445745-18446671,Gnai1,85331,0.1724297966171,-8.52156997910076,0,0.012,1
chr5-29434291-29435154,Nom1,0,0.1724297966171,-8.60538826753355,0,0.012,1
chr5-35829857-35830740,Afap1,62578,0.1724297966171,-8.60623691350914,0,0.012,1
chr5-63811815-63812743,0610040J01Rik,0,0.1724297966171,-8.62784247872152,0,0.012,1
chr5-134184114-134184985,Gtf2ird2,94,0.1724297966171,-8.6327459480368,0,0.012,1
chr5-149524167-149525072,Wdr95,3606,0.1724297966171,-8.50614688195158,0,0.012,1
chr6-10090772-10091672,Gm24104,80426,0.1724297966171,-8.47163400247575,0,0.012,1
chr6-48395303-48396139,Gm16630,0,0.1724297966171,-8.52158807683497,0,0.012,1
chr6-120038142-120039031,Wnk1,0,0.1724297966171,-8.47662114008869,0,0.012,1
chr6-123339988-123340818,Vmn2r19,31654,0.1724297966171,-8.52472588521598,0,0.012,1
chr6-124917674-124918517,Ptms,0,0.1724297966171,-8.60222902104505,0,0.012,1
chr6-129048964-129049760,Klrb1f,3062,0.1724297966171,-8.50623769142547,0,0.012,1
chr6-147090983-147091895,Klhl42,0,0.1724297966171,-8.43161234404027,0,0.012,1
chr7-16325998-16326898,Bbc3,16381,0.1724297966171,-8.57864255680134,0,0.012,1
chr7-44748147-44749077,Vrk3,0,0.1724297966171,-8.58665673144161,0,0.012,1
chr7-47007970-47008822,Spty2d1,0,0.1724297966171,-8.54559330881115,0,0.012,1
chr7-58766984-58767877,Gm6226,70060,0.1724297966171,-8.57421405082657,0,0.012,1
chr7-71383035-71383963,Gm29328,12701,0.1724297966171,-8.48109200625466,0,0.012,1
chr7-89907732-89908647,Ccdc81,4102,0.1724297966171,-8.57727054363395,0,0.012,1
chr7-89997956-89998746,Eed,16972,0.1724297966171,-8.47659829885459,0,0.012,1
chr7-95925910-95926790,Gm9966,31424,0.1724297966171,-8.49803961249453,0,0.012,1
chr7-104464946-104465710,Trim30a,0,0.1724297966171,-8.58490253240898,0,0.012,1
chr7-141047909-141048682,B4galnt4,12591,0.1724297966171,-8.51692391177183,0,0.012,1
chr8-4139816-4140694,Cd209g,5082,0.1724297966171,-8.52465920946704,0,0.012,1
chr8-15947455-15948335,Mir3106,220502,0.1724297966171,-8.61017578683801,0,0.012,1
chr8-27678895-27679809,Gm1698,74543,0.1724297966171,-8.5368640398316,0,0.012,1
chr8-110177034-110178006,Calb2,8827,0.1724297966171,-8.62932758845209,0,0.012,1
chr8-121947525-121948420,RP23-428C21.4,0,0.1724297966171,-8.6480131215409,0,0.012,1
chr9-23177151-23178009,Bmper,45066,0.1724297966171,-8.50993411110296,0,0.012,1
chr9-30137485-30138401,RP23-36B4.2,60681,0.1724297966171,-8.46701090791864,0,0.012,1
chr9-37762310-37763140,Olfr875,9496,0.1724297966171,-8.44471370346646,0,0.012,1
chr9-41890389-41891249,Gm16214,131365,0.1724297966171,-8.47258876733585,0,0.012,1
chr9-44319935-44320836,C2cd2l,0,0.1724297966171,-8.45362157517698,0,0.012,1
chr9-76236439-76237192,Gfral,22781,0.1724297966171,-8.45511179923972,0,0.012,1
chr9-89821242-89822163,4930524O08Rik,4355,0.1724297966171,-8.59401862031992,0,0.012,1
chr9-95687958-95688793,Itpa-ps2,11940,0.1724297966171,-8.44531143187675,0,0.012,1
chr9-96719380-96720305,A930006L05Rik,13551,0.1724297966171,-8.60679029417033,0,0.012,1
chr9-106080364-106081288,RP24-294A16.3,14185,0.1724297966171,-8.55655836418401,0,0.012,1
chr9-110304802-110305701,Elp6,0,0.1724297966171,-8.44557168009046,0,0.012,1
